Station Name,Street Address,City,ZIP,Station Phone,Groups With Access Code,Latitude,Longitude,ID
ECU MAIN LSB 2,101 E 10th St,Greenville,27858,888-758-4389,Public,35.606213,-77.373694,205663
ECU MAIN LSB 3,101 E 10th St,Greenville,27858,888-758-4389,Public,35.606195,-77.373726,205664
Align Technology,3030 Slater Road,Morrisville,27560,855-900-7584,Public,35.868473,-78.827735,205717
Watauga Medical Center,336 Deerfield Road,Boone,28607,800-663-5633,Public,36.1983,-81.651281,205901
HAYWOOD EMC STATION1,5083 Jonathan Creek Rd,Waynesville,28785,888-758-4389,Public,35.593159,-83.008739,205943
Sojourn Glenwood Place,"3710 Exchange Glenwood Place
Ste.1000
Raleigh NC 27612",Raleigh,27612,800-663-5633,Public,35.832426,-78.664904,206011
KIA 1 STATION 1,2445 N Main St,High Point,27262,888-758-4389,Public,35.988929,-80.027595,206019
PPS TRUIST CENTER 1,214 N Tryon St,Charlotte,28202,888-758-4389,Public,35.227565,-80.840692,206033
PPS TRUIST CENTER 4,214 N Tryon St,Charlotte,28202,888-758-4389,Public,35.227639,-80.840632,206034
PPS TRUIST CENTER 3,214 N Tryon St,Charlotte,28202,888-758-4389,Public,35.227711,-80.840749,206036
"CHARLOTTE, NC CHARLOTTE H20-1",4222 Westmont Dr,Charlotte,28217,888-758-4389,Public,35.190522,-80.904539,206131
"CHARLOTTE, NC CHLT WATER 2",5100 NC-16,Charlotte,28216,888-758-4389,Public,35.276605,-80.889277,206138
"CHARLOTTE, NC CHLT WATER 1",5100 NC-16,Charlotte,28216,888-758-4389,Public,35.27662,-80.889305,206139
LOCAL MARKET #204,5083 Jonathan Creek Rd,Waynesville,28785,888-758-4389,Public,35.593633,-83.008876,206155
URBAN PLACE URBAN PLACE,400 E Chatham St,Cary,27511,888-758-4389,Public,35.788277,-78.773542,206303
TOC EV STATIONS MLKPARK,1120 Hillsborough Rd,Chapel Hill,27516,888-758-4389,Public,35.92584,-79.090709,206751
ROANOKE EMC RICH SQUARE 1,146 N Main St,Rich Square,27869,888-758-4389,Public,36.28022,-77.28026,206844
CITY OF WILM MARKET ST. GAR2,115 Market St,Wilmington,28401,888-758-4389,Public,34.235911,-77.94795,206850
CITY OF WILM MARKET ST GAR1,115 Market St,Wilmington,28401,888-758-4389,Public,34.23589,-77.94792,206851
TOC EV STATIONS 604ROSEMARYPARK,604 W Rosemary St,Carrboro,27510,888-758-4389,Public,35.91117,-79.066019,206923
GASTONIA MAIN-TM LOFTS,612 W Main Ave,Gastonia,28052,888-758-4389,Public,35.263595,-81.192152,207163
KIA OF CONCORD DUAL PORT KIA 2,7550 Hendrick Auto Plaza NW,Concord,28027,888-758-4389,Public,35.361895,-80.701846,207512
Smithfield's Chicken 'N Bar-B-Q - Tesla Supercharger,2020 Olde Regent Way,Leland,28451,877-798-3752,Public,34.217293,-78.018642,207550
CITY OF DURHAM MERRICK-MOORE2,632 N Hoover Rd,Durham,27703,888-758-4389,Public,36.002606,-78.859084,207649
CITY OF DURHAM MERRICK-MOORE1,632 N Hoover Rd,Durham,27703,888-758-4389,Public,36.002589,-78.859063,207657
Bainbridge NoDa,2509 North Davidson Street,Charlotte,28205,800-663-5633,Public,35.243042,-80.811936,207772
TO MORRISVILLE STATION1,1301 Morrisville Pkwy,Morrisville,27560,888-758-4389,Public,35.80957,-78.840805,207949
DOWNTOWN CHAMBER OF COMM,941 Randolph Street Thomasville Chamber of Co,Thomasville,27360,888-758-4389,Public,35.868884,-80.073195,211727
DOWNTOWN VISITOR CENTER,44 W Main St Tourism/Visitor Ctr,Thomasville,27360,888-758-4389,Public,35.882305,-80.083505,211729
FUTHOLDINGSLLC STATION 1,108 N Church St,Jackson,27845,888-758-4389,Public,36.390364,-77.421398,212048
Montgomery Ford,214 South Main Street,Troy,27371,888-998-2546,Public,35.357034,-79.893754,212194
LENOIR CHARGE LENOIR CHARGE 1,107 Boundary St SW,Lenoir,28645,888-758-4389,Public,35.912912,-81.540631,213039
KIA OF CONCORD DUAL PORT KIA 1,7550 Hendrick Auto Plaza NW,Concord,28027,888-758-4389,Public,35.361897,-80.701819,213050
KIA OF CONCORD SERVICE STATION,7550 Hendrick Auto Plaza NW,Concord,28027,888-758-4389,Public,35.361802,-80.701846,213051
PAMAKA GOLD DISTRICT,1400 S Church Street,Charlotte,28203,888-758-4389,Public,35.219322,-80.858,213062
The Elliott Apartment Homes,4600 MBA Court,Concord,28027,800-663-5633,Public,35.44253,-80.65764,213171
UCF ON BRIDGES UCF,2900 Bridges St,Morehead City,28557,888-758-4389,Public,34.727238,-76.74211,213489
CHATHAM CO CHATHAM AG C. 1,1192 US-64 BUS,Pittsboro,27312,888-758-4389,Public,35.723721,-79.197769,213499
The Newton Apartments,15934 White St,Charlotte,28278,888-998-2546,Public,35.092055,-81.031375,213514
City of Kannapolis - City Hall,401 Laureate Way,Kannapolis,28081,855-900-7584,Public,35.50063,-80.62816,213569
DILLON WEST ST 1,120 S West St,Raleigh,27603,888-758-4389,Public,35.778989,-78.646523,213672
DILLON WEST ST 2,120 S West St,Raleigh,27603,888-758-4389,Public,35.778965,-78.646483,213673
KNIER PROPERTIE MACGREGOR MPG,114 Edinburgh S Dr,Cary,27511,888-758-4389,Public,35.739132,-78.80107,213787
GRUBB GWENDOLYN EVSE,101 Glen Lennox drive,Chapel Hill,27517,888-758-4389,Public,35.913227,-79.025081,213877
THE PIEDMONT BLDG 7,6200 Piedmont Ridge Circle,Raleigh,27616,888-758-4389,Public,35.86823,-78.569286,213878
CHATHAM CO SMITHFIELD 1,375 Walmart Supercenter,Siler City,27344,888-758-4389,Public,35.73435,-79.42796,213903
Sheetz - Tesla Supercharger,1551 Glenn Center Drive,Kernersville,27284,877-798-3752,Public,36.069806,-80.111938,214072
Shoppes at Oxford - Tesla Supercharger,1011 Lewis Street,Oxford,27565,877-798-3752,Public,36.28107202,-78.6033953,214083
STATION1 LKG S2 L3,615 Greenville Boulevard Southwest,Greenville,27834,888-758-4389,Public,35.571211,-77.397995,214275
Sanctuary at Powell Place Apartments Location 1,145 Retreat Drive,Pittsboro,27312,888-998-2546,Public,35.749535,-79.173401,214286
Sanctuary at Powell Place Apartments Location 2,145 Retreat Drive,Pittsboro,27312,888-998-2546,Public,35.750113,-79.175563,214287
GASTONIA FUSE PARKING,800 W Main Ave,Gastonia,28052,888-758-4389,Public,35.264178,-81.194357,214295
GASTONIA N. TRENTON ST,N Trenton St,Gastonia,28052,888-758-4389,Public,35.263768,-81.192851,214296
GASTONIA MAIN-WHITESIDE,517 W Main Ave,Gastonia,28052,888-758-4389,Public,35.263694,-81.190555,214297
LAND ROVER ASHE DUAL CHARGER,46 Skyland Inn Dr,Arden,28704,888-758-4389,Public,35.480373,-82.5532,214877
LAND ROVER ASHE DC WALLBOX 1,46 Skyland Inn Drive,Arden,28704,888-758-4389,Public,35.481306,-82.553165,214880
Twiddy and Co Realtors - Corolla,1142 Ocean Trail,Corolla,27927,855-900-7584,Public,36.37913,-75.83083,214916
H WATERSTONE RESIDENTS ONLY,115 W Waterlynn Rd,Mooresville,28117,888-758-4389,Public,35.561108,-80.85287,214937
HALL HYUNDAI EC STATION 2,1306 N Road St,Elizabeth City,27909,888-758-4389,Public,36.32922,-76.224292,216460
IPC-2,5301 Mc Connell Rd.,Whitsett,27377,800-663-5633,Public,36.045727,-79.610107,216565
DAVIS EV - CHARGING 1,410 Keating St,Morrisville,27560,888-758-4389,Public,35.878382,-78.8549,216581
DAVIS EV - CHARGING 2,410 Keating St,Morrisville,27560,888-758-4389,Public,35.878396,-78.854831,216582
LEE HYUNDAI CPE25O DC1,1960 Skibo Rd,Fayetteville,28314,888-758-4389,Public,35.062663,-78.969429,217231
CITY OF WILM 2ND ST PRK DECK,114 N 2nd St,Wilmington,28401,888-758-4389,Public,34.236956,-77.947023,217318
Pinehurst Resort Parking Lot,80 Carolina Vista Dr,Pinehurst,28374,910-295-6811,Public - Credit card at all times,35.19458326,-79.47336165,218047
Pinehurst Country Club,1 Carolina Vista Dr,Pinehurst,28374,910-235-8100,Public - Credit card at all times,35.19014921,-79.46844627,218048
Hampton Inn - Tesla Supercharger,100 Water Place Landing,Benson,27504,877-798-3752,Public,35.374193,-78.542405,218067
The Easley,109 N Green St,Winston-Salem,27101,888-998-2546,Public,36.094856,-80.254402,219736
CITY OF WILSON PARKING DECK #5,212 Broad St W,Wilson,27893,888-758-4389,Public,35.727165,-77.914024,219768
CITY OF WILSON PARKING DECK #4,212 Broad St W,Wilson,27893,888-758-4389,Public,35.727178,-77.914029,219769
CITY OF WILSON PARKING DECK #2,212 Broad St W,Wilson,27893,888-758-4389,Public,35.727165,-77.914012,219775
CITY OF WILSON PARKING DECK #1,212 Broad St W,Wilson,27893,888-758-4389,Public,35.727157,-77.914035,219776
CITY OF WILSON PARKING DECK #3,212 Broad St W,Wilson,27893,888-758-4389,Public,35.727165,-77.914001,219777
CITY OF WILSON PARKING DECK #6,212 Broad St W,Wilson,27893,888-758-4389,Public,35.727172,-77.914014,219778
Retreat at Arden Farms,10 Arden Farms Lane,Arden,28704,888-998-2546,Public,35.474776,-82.565346,220287
Orange County North Campus - Detention Center,1200 US Highway 70,Hillsborough,27278,919-245-2626,Public,36.083745,-79.124229,220373
Orange County North Campus - Bonnie B. Davis Center,1020 US Highway 70,Hillsborough,27278,919-245-2626,Public,36.08469,-79.12306,220374
LOWE'S TECH HUB LEVEL 4 - #5,100 W Worthington Ave,Charlotte,28203,888-758-4389,Public,35.211946,-80.859883,220432
LOWE'S TECH HUB LEVEL 4 - #4,100 W Worthington Ave,Charlotte,28203,888-758-4389,Public,35.211929,-80.859808,220434
LOWE'S TECH HUB LEVEL 3 #2,100 W Worthington Ave,Charlotte,28203,888-758-4389,Public,35.211946,-80.859861,220435
LOWE'S TECH HUB LEVEL 4 - #10,100 W Worthington Ave,Charlotte,28203,888-758-4389,Public,35.211885,-80.859657,220437
LOWE'S TECH HUB LEVEL 4 #3,100 W Worthington Ave,Charlotte,28203,888-758-4389,Public,35.211946,-80.85984,220439
LOWE'S TECH HUB LEVEL 4 - #7,100 W Worthington Ave,Charlotte,28203,888-758-4389,Public,35.21199,-80.859754,220440
LOWE'S TECH HUB LEVEL 4 - #8,100 W Worthington Ave,Charlotte,28203,888-758-4389,Public,35.211999,-80.859968,220441
WAKE EMC ROLESVILLE TH,502 Southtown Cir,Rolesville,27571,888-758-4389,Public,35.915461,-78.471389,220486
WAKE EMC TRI AIRPORT,440 Airport Rd,Louisburg,27549,888-758-4389,Public,36.025832,-78.331871,220487
WAKE EMC SUGAR GAP,916 Sugar Gap Road,Wake Forest,27587,888-758-4389,Public,35.947437,-78.504162,220491
Cary NC 121 Edinburgh S Dr,121 Edinburgh S Dr,Cary,27511,855-900-7584,Public,35.739228,-78.802645,220521
Sheetz - Tesla Supercharger,701 Moye Boulevard,Greenville,27834,877-798-3752,Public,35.605201,-77.400015,220688
CARILLON EV STATION 2,227 W Trade St,Charlotte,28202,888-758-4389,Public,35.227937,-80.845304,221004
CARILLON EV STATION 3,227 W Trade St,Charlotte,28202,888-758-4389,Public,35.22847,-80.845634,221005
Conrad at Concord Mills,9015 King's Grant Drive,Charlotte,28262,800-663-5633,Public,35.368538,-80.732182,221174
CARILLON EV STATION 1,227 W Trade St,Charlotte,28202,888-758-4389,Public,35.228394,-80.84563,221253
Triangle Stop Saluda,1484 Ozone Dr,Saluda,28773,855-900-7584,Public - Credit card at all times,35.246826,-82.329465,221320
VINE KANE 1,4204 Six Forks Rd,Raleigh,27609,888-758-4389,Public,35.836163,-78.639445,221433
FSVCHRGS FSVCHRGS,1243 Tonewood St,Statesville,28677,888-758-4389,Public,35.810867,-80.877607,221503
CLT AIRPORT BUS VALET 04,5601 Wilkinson Blvd,Charlotte,28208,888-758-4389,Public,35.232796,-80.935759,221898
Exchange at Holly Springs,1101 Club Exchange Dr,Holly Springs,27540,888-998-2546,Public,35.632,-78.8337,222151
KIA 1 KIAFAST,2445 N Main St,High Point,27262,888-758-4389,Public,35.988957,-80.027442,222211
Overlook Office Building,13146 Ballantyne Corporate Place,Charlotte,28277,866-816-7584,Public,35.057799,-80.843583,222826
TOWN CREEK PARKING LOT #1,114 Town Creek Drive,Beaufort,28516,888-758-4389,Public,34.726559,-76.662644,222861
CROSSPOINTE II STATION1,2840 Plaza Pl,Raleigh,27612,888-758-4389,Public,35.857493,-78.683177,222883
The Avenue,2601 Noblewood Circle,Raleigh,27604,888-998-2546,Public,35.816201,-78.611464,223393
Hampton Inn New Bern,200 Hotel Dr.,New Bern,28562,800-663-5633,Public,35.102175,-77.079875,223453
TIMBER CREEK EV STATION 01,1623 Benson Rd,Garner,27529,888-758-4389,Public,35.682323,-78.601301,223573
UNC Asheville P19,1 University Heights,Asheville,28804,,Public,35.61508952,-82.5664312,223685
Bank of America - Private Bank,201 N Tryon St,Charlotte,28202,,Private,35.228308,-80.84196,223741
Bank of America - Private Bank,214 N Tryon St,Charlotte,28202,,Private,35.227733,-80.840587,223742
Bank of America - Private Bank,620 S Tryon St,Charlotte,28202,,Private,35.223681,-80.849682,223743
Sheetz - Tesla Supercharger,1810 Liberty Drive,Thomasville,27360,877-798-3752,Public,35.8561339,-80.0721744,224156
LaQuinta Boone,165 NC Hwy. 105 Ext,Boone,28607,800-663-5633,Public,36.071313,-81.870446,224191
Elevate Haw River Apartments,2310 Vantage Point,Graham,27253,800-663-5633,Public,36.06372,-79.377309,224192
SpringHill Suites,300 Hotel Drive,New Bern,28560,800-663-5633,Public,35.103069,-77.080324,224193
HOME 2 BELMONT,871 Hawley Ave,Belmont,28012,888-758-4389,Public,35.25582,-81.029214,224233
NORTH HILLS NORTH HILLS 1,4290 Six Forks Rd,Raleigh,27609,888-758-4389,Public,35.83785,-78.642006,224401
Sleep Inn Boone,163 North Carolina 105 Extension,Boone,28607,800-663-5633,Public,36.21528,-81.668283,224776
Super 8 Boone,2419 North Carolina 105,Boone,28607,800-663-5633,Public,36.204524,-81.694021,224777
Carraway Village - Tesla Supercharger,100 Village Center Drive,Chapel Hill,27516,877-798-3752,Public,35.970201,-79.063936,224993
Smithfield's Chicken 'N Bar-B-Q - Tesla Supercharger,1105 Gum Branch Road,Jacksonville,28540,877-798-3752,Public,34.776427,-77.414366,224994
Albemarle Police Department,155 W South St,Albemarle,28001,800-663-5633,Public,35.347968,-80.198711,225324
TMSA TRIAD SEC,700 Creek Ridge Rd,Greensboro,27406,888-758-4389,Public,36.030308,-79.808876,225384
Franklin Town Hall,95 E Main St,Franklin,28734,828-524-2516,Public - Credit card at all times,35.183223,-83.379757,225703
Harrison Square - Tesla Supercharger,801 Bass Pro Ln,Cary,27513,877-798-3752,Public,35.831562,-78.769034,225835
Food Lion 2110 Executive Drive South Parking Lot,2110 Executive Drive,Salisbury,28147,888-264-2208,Public,35.68271415,-80.51098712,225851
Candance at Cates Creek,100 Waterstone Park Circle,Hillsborough,27278,800-663-5633,Public,36.046682,-79.093807,225879
Food Lion 2110 Executive Drive North Parking Lot,2110 Executive Drive,Salisbury,28147,888-264-2208,Public,35.68368012,-80.51082046,225922
Kaleido NoDa Apts,2818 Cullman Ave,Charlotte,28206,800-663-5633,Public,35.247755,-80.812691,225933
TOWN HALL CT4000,112 Avent Ferry Rd,Holly Springs,27540,888-758-4389,Public,35.650398,-78.834208,226073
TOWN HALL PARKINGDECK,Town of Holly Springs Parking Deck 242 S. Mai,Holly Springs,27540,888-758-4389,Public,35.649315,-78.83418,226074
TSPF CHARGER SPF 2,6408 Providence Rd,Charlotte,28277,888-758-4389,Public,35.055301,-80.76775,226080
TSPF CHARGER SPF 1,6408 Providence Rd,Charlotte,28277,888-758-4389,Public,35.055283,-80.767696,226081
ASHTONSE CHARGE ASHTONSOUTHEND2,125 W Tremont Ave,Charlotte,28203,888-758-4389,Public,35.20997,-80.861278,226097
ASHTONSE CHARGE ASHTONSOUTHEND1,125 W Tremont Ave,Charlotte,28203,888-758-4389,Public,35.209953,-80.861257,226098
Welford Harris Ford,1701 E 11th St,Siler City,27344,888-998-2546,Public,35.734509,-79.439666,226156
WESTGATEKIA STATION 1,10956 Star Rd,Wake Forest,27587,888-758-4389,Public,35.945528,-78.536713,226812
FOUNDATION HALL FOUNDATION HALL,525 Lindbergh Pl,Pinehurst,28374,888-758-4389,Public,35.222245,-79.405361,226878
Verde Vista Apartments,4110 Verde Vista Cir,Asheville,28803,888-998-2546,Public,35.571988,-82.509256,227114
LEE HYUNDAI CPE250 DC2,1960 Skibo Rd,Fayetteville,28314,888-758-4389,Public,35.062672,-78.969396,227223
FRIENDS HOMES I GUILFORD,925 New Garden Rd,Greensboro,27410,888-758-4389,Public,36.093231,-79.892727,227526
HALL HYUNDAI EC STATION 6,1306 N Road St,Elizabeth City,27909,888-758-4389,Public,36.32884,-76.22437,227533
HALL HYUNDAI EC STATION 5,1306 N Road St,Elizabeth City,27909,888-758-4389,Public,36.328888,-76.22437,227534
RIDGE ROAD UPPER SCHOOL,3509 Ridge Rd,Durham,27705,888-758-4389,Public,35.977074,-78.969315,227537
MAIN STREET COMMONS #1,108 W North St,Wilkesboro,28697,888-758-4389,Public,36.148911,-81.152682,227658
MAIN STREET COMMONS #2,108 W North St,Wilkesboro,28697,888-758-4389,Public,36.148867,-81.152717,227659
CVS - Tesla Supercharger,2147 Blowing Rock Road,Boone,28607,877-798-3752,Public,36.196091,-81.653012,227705
FLOW HYUNDAI CHARGER 4,1015 Folger Dr,Statesville,28625,888-758-4389,Public,35.77691,-80.861855,227917
Carmel Commons,7601 Pineville Matthews Rd,Charlotte,28226,877-455-3833,Public,35.086593,-80.8485414,227990
Lowes Foods - Jamestown,1236 Guilford College Rd,Jamestown,27282,877-455-3833,Public,36.0403147,-79.9211277,227992
AAA,3505 Westgate Dr,Durham,27707,877-455-3833,Public,35.9659,-78.96026,228105
AAA,1480 N New Hope Rd,Raleigh,27604,877-455-3833,Public,35.8002,-78.56228,228106
AAA,11126 Capital Blvd,Wake Forest,27587,877-455-3833,Public,35.95034,-78.53849,228107
Shoppes of Kildaire,1394 Kildaire Farm Rd,Cary,27511,877-455-3833,Public,35.761411,-78.782208,228111
Woodcroft Shopping Center,4711 Hope Valley Rd,Durham,27707,877-455-3833,Public,35.92136,-78.95789,228227
Courtyard Marriot,3908 Arrow Dr,Raleigh,27612,877-455-3833,Public,35.83514,-78.67387,228504
Hyatt Place Durham Southpoint,7840 NC Highway 751,Durham,27713,877-455-3833,Public,35.900384,-78.961132,228506
Hyatt Place Durham Southpoint,7840 NC Highway 751,Durham,27713,877-455-3833,Public,35.90027,-78.96117,228507
Sheetz,4010 CONVENIENCE LN,Cary,27519,877-455-3833,Public,35.860412,-78.89456,228557
Biltmore Park Town Square,1 Town Square Blvd,Asheville,28803,877-455-3833,Public,35.48404,-82.55774,228622
Asheville Outlet Mall,800 Brevard Rd,Asheville,28806,877-455-3833,Public,35.529573,-82.601858,228623
Lowes Foods - Brier Creek,8100 Brier Creek Pkwy,Raleigh,27617,877-455-3833,Public,35.910055,-78.785178,228777
Ridgewood Shopping Center,3540 Wade Ave,Raleigh,27607,877-455-3833,Public,35.8017173,-78.6841435,228802
Food Lion - Tuckaseegee,4709 Tuckaseegee Rd,Charlotte,28208,877-455-3833,Public,35.2459937,-80.9039224,229217
SWC STATION 3&4 RTP 7,Advantage Way,Morrisville,27560,888-758-4389,Public,35.650384,-78.699845,229283
CROWN VOLVO CROWN VOLVO,3607 W Wendover Ave,Greensboro,27407,888-758-4389,Public,36.059387,-79.868225,229428
Modern Ford of Boone,300 New Market Blvd,Boone,28607,888-998-2546,Public,36.220611,-81.663883,229472
DILLON STATION EASTERN 4TH LVL,4200 Six Forks Rd,Raleigh,27609,888-758-4389,Public,35.836024,-78.639451,229479
SAS Building T,701 SAS Campus Drive,Cary,27513,866-816-7584,Public,35.823008,-78.751816,230794
Talbert Public EV Charging Access,128 Overhill Drive,Mooresville,28117,866-816-7584,Public,35.599799,-80.849498,230970
Catawba Village BP,221 Mt Holly-Huntersville Rd,Charlotte,28214,866-816-7584,Public,35.301719,-80.987302,231038
Willow Oaks BP,185 George W. Liles Parkway,Concord,28027,866-816-7584,Public,35.396088,-80.659244,231050
616 PARKING GARAGE,616 Oberlin Rd,Raleigh,27605,888-758-4389,Public,35.793191,-78.661904,231712
Promenade on Providence - Tesla Supercharger,10828 Providence Rd,Charlotte,28277,877-798-3752,Public,35.062319,-80.770893,233039
Heaton Construction Home Office,309 Long Cir,Roanoke Rapids,27870,844-623-1001,Public - Credit card at all times,36.4456,-77.64131,233090
Highland Creek BP,5045 Ridge Road,Charlotte,28269,866-816-7584,Public,35.37231,-80.784327,233339
Earp's #4,10950 Woodland Beaver Road,Charlotte,28215,866-816-7584,Public,35.223859,-80.630242,233340
Plantation Market,3040 Weddington Road,Matthews,28105,866-816-7584,Public,35.083725,-80.732225,233341
Circle K - Tesla Supercharger,110 Graceland Ln,Mt. Airy,27030,877-798-3752,Public - Credit card at all times,36.485545,-80.744773,233388
MWP-EV MWP EV1,4001 Meriwether Dr,Durham,27704,888-758-4389,Public,36.04127,-78.891535,234493
MWP-EV MWP EV2,4001 Meriwether Dr,Durham,27704,888-758-4389,Public,36.041263,-78.891601,234494
MWP-EV MWP EV3,4001 Meriwether Dr,Durham,27704,888-758-4389,Public,36.041229,-78.891537,234495
Marine Chevrolet Cadillac,1408 Western Blvd,Jacksonville,28546,910-455-2121,Private,34.789404,-77.402415,234667
NAM18581 PARKING GARAGE,900 Hobbs Rd,Greensboro,27410,888-758-4389,Public,36.089015,-79.840151,235028
Hampton Inn - Rocky Mount,530 North Winstead Avenue,Rocky Mount,27804,800-663-5633,Public,35.972187,-77.849815,235143
TO MORRISVILLE CSP 2,5817 Cricket Pitch Way,Morrisville,27560,888-758-4389,Public,35.830465,-78.816238,235279
TO MORRISVILLE CSP 1,5817 Cricket Pitch Way,Morrisville,27560,888-758-4389,Public,35.830556,-78.816059,235280
KINSTON HERRITAGERC,117 W Caswell St,Kinston,28501,888-758-4389,Public,35.260424,-77.582734,235282
MODERN TB MODERN TOYOTA,225 Modern Dr,Boone,28607,888-758-4389,Public,36.222831,-81.652405,235620
SHELTON  STATION1,286 Cabernet Lane,Dobson,27017,888-758-4389,Public,36.36385,-80.767596,235622
Tapestry University City Arlington Properties,5340 Periwinkle Hill Ave,Charlotte,28213,800-636-0986,Public,35.28571385,-80.7585406,235718
CNE DECK EV RAZADES 1,Graham St & Keswick Ave,Charlotte,28206,888-758-4389,Public,35.244889,-80.831794,235735
CNE DECK EV RAZAEDES WAY 5,Graham St & Keswick Ave,Charlotte,28206,888-758-4389,Public,35.244828,-80.831783,235736
DUKEPTS BRYAN CENTER 2,Science Drive,Durham,27708,888-758-4389,Public,35.998653,-78.945367,235750
DUKEPTS BRYAN CENTER 1,Science Drive,Durham,27708,888-758-4389,Public,35.998679,-78.945324,235751
West Park Apartments,5600 Fountain Grove Circle,Fayetteville,28304,800-663-5633,Public,35.034141,-79.071699,236087
CAPITALAUTOGSO2 SABURU 1,811 E Bessemer Ave,Greensboro,27405,888-758-4389,Public,36.086967,-79.77738,236107
CAPITALAUTOGSO2 SABURU 3,811 E Bessemer Ave,Greensboro,27405,888-758-4389,Public,36.086784,-79.77739,236108
Link Apartments Montford II,1615 Mockingbird Lane,Charlotte,28209,855-900-7584,Public,35.167288,-80.848515,236166
W King St Parking,680 W King St,Boone,28607,828-268-6200,Public,36.21907,-81.68429,236185
Boone Town Parking,567 W King St,Boone,28607,828-268-6200,Public,36.21767,-81.68326,236186
ADVANCE AUTO STATION 3,4200 Six Forks Rd,Raleigh,27609,888-758-4389,Public,35.836077,-78.639586,236217
ADVANCE AUTO STATION 1,4200 Six Forks Rd,Raleigh,27609,888-758-4389,Public,35.836121,-78.639586,236218
5 Tobacco Barn Rd. (US-F76-77N-1),5 Tobacco Barn Rd.,Maggie Valley,28751,866-576-1495,Public,35.50734,-83.10631,236331
5 Tobacco Barn Rd. (US-F76-77N-2),5 Tobacco Barn Rd.,Maggie Valley,28751,866-576-1495,Public,35.50734,-83.10631,236332
FLOW TOYOTA CT4K,997 Folger Dr,Statesville,28625,888-758-4389,Public,35.780867,-80.862361,236399
MPH CHARGERS STATION 1,5216 East Oak Island Drive,Oak Island,28465,888-758-4389,Public,33.912807,-78.11021,236411
FLOW TOYOTA CPF50,997 Folger Dr,Statesville,28625,888-758-4389,Public,35.781003,-80.861483,236483
WAKE FOREST PARKING LOT Z5,1021 Polo Rd,Winston-Salem,27106,888-758-4389,Public,36.140482,-80.275745,236500
University of North Carolina Charlotte - Union Deck,8755 Student Union Ln,Charlotte,28223,704-687-0161,Public,35.30918,-80.73521,236547
University of North Carolina Charlotte - North Deck,9628 Poplar Ln,Charlotte,28223,704-687-0161,Public,35.31303417,-80.73129482,236548
Hampton Inn - Elizabeth City,402 Halstead Boulevard,Elizabeth City,27909,800-663-5633,Public,36.29439,-76.245875,236714
Holiday Inn Express - Greenville,909 Moye Boulevard,Greenville,27834,800-663-5633,Public,35.602963,-77.398066,236715
WAKE FOREST PARKING LOT Q,1834 Wake Forest Rd.,Winston-Salem,27109,888-758-4389,Public,36.136082,-80.280804,236799
Courtyard Burlington,3141 Wilson Drive,Burlington,27215,800-663-5633,Public,36.068226,-79.501013,236901
FPWC LAKE RIM PARK 1,2214 Tar Kiln Dr Lake Rim Park,Fayetteville,28304,888-758-4389,Public,35.028946,-79.044484,236905
FPWC CLARK PARK 1,Cape Fear River Trail,Fayetteville,28301,888-758-4389,Public,35.087778,-78.870909,236906
WAKE FOREST PARKING LOT A,1760 Wake Forest Rd,Winston-Salem,27109,888-758-4389,Public,36.136408,-80.278083,236932
ECHOTA EV SUMMIT EV 1&2,108 Red Tail Summit,Boone,28607,888-758-4389,Public,36.174147,-81.759414,236988
MPH CHARGERS STATION 2,5216 E Oak Island Dr,Oak Island,28465,888-758-4389,Public,33.912296,-78.11058,236992
ECHOTA EV SUMMIT EV 3&4,108 Red Tail Summit,Boone,28607,888-758-4389,Public,36.174263,-81.75882,237186
Wicked Weed Brewing West,145 Jacob Holm Way,Candler,28715,828-365-7166,Public,35.54519198,-82.64082192,237228
GASTONIA 501 W MAIN AVE,501 W Main Ave,Gastonia,28052,888-758-4389,Public,35.263718,-81.190042,237502
Walmart - Tesla Supercharger,276 Harvey St,Winston-Salem,27103,877-798-3752,Public,36.085664,-80.293363,237627
Lowes Foods - Tesla Supercharger,818 Spring Ln,Sanford,27330,877-798-3752,Public,35.488112,-79.193398,237666
25 CAPITAL STATION 1,8724 Outlets Blvd,Charlotte,28278,888-758-4389,Public,35.169125,-80.97243,237743
Ace/Avant Office,5358 Poole Road,Archdale,27263,800-663-5633,Public,35.876371,-79.902776,237895
NHFMC Parking Deck 2nd floor,3333 Silas Creek Parkway,Winston Salem,27103,800-663-5633,Public,36.076443,-80.296569,238118
BEMC HOLDEN BEACH,101-109 Jordan Blvd,Holden Beach,28462,888-758-4389,Public,33.914347,-78.267314,238294
Shoppes at Garner,4500 Fayetteville Rd,Raleigh,27603,877-455-3833,Public,35.7197275,-78.6577913,240738
RAMADA PLAZA RAMADA PLAZA,1701 S Virginia Dare Trail,Kill Devil Hills,27948,888-758-4389,Public,35.998641,-75.647899,240824
Ingles,706 E. Dixon Blvd,Shelby,28152,,Public,35.27420991,-81.53005254,240903
Ingles,1301 Fallston Rd,Shelby,28150,,Public,35.32002564,-81.51873179,240904
Ingles,346 Airport Road,Arden,28704,,Public,35.44952531,-82.53080019,240905
Ingles,485 Weaverville Road,Asheville,28804,,Public,35.67276913,-82.58134015,240907
Ingles,1869 Hendersonville Hwy,Skyland,28803,,Public,35.50026133,-82.52245931,240908
